timestamp,src,src_port,dst,dst_port,length,packet_type,hex_head,ascii_head,payload_hex_head,payload_ascii_head
2026-05-06 05:36:06.522649,169.254.220.129,63849,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054f4b90000ff110000a9fedc81a9fefffff969c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.................i.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:06.597677,169.254.7.230,41404,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140bf0e40004011423aa9fe07e6a9fedc81a1bcc352012cf6ab5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.B:...........R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:06.627667,169.254.220.129,51855,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054b9060000ff110000a9fedc81a9feffffca8fc352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:06.731409,169.254.220.129,64420,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e08004500005446ef0000ff110000a9fedc81a9fefffffba4c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..TF..................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:06.797823,169.254.7.230,53556,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140bf3d40004011420ba9fe07e6a9fedc81d134c352012cc7335173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@.=@.@.B..........4.R.,.3Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:06.836035,169.254.220.129,58365,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e0800450000545e2d0000ff110000a9fedc81a9feffffe3fdc352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T^-.................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:06.940161,169.254.220.129,52708,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054717d0000ff110000a9fedc81a9feffffcde4c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..Tq}.................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:06.997998,169.254.7.230,54050,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140bfd7400040114171a9fe07e6a9fedc81d322c352012cc5455173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.Aq........."".R.,.EQspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:07.043205,169.254.220.129,50449,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054e6600000ff110000a9fedc81a9feffffc511c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.`.................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.109839,169.254.7.230,48314,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c00e40004011413aa9fe07e6a9fedc81bcbac352012cddad5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.A:...........R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:07.146811,169.254.220.129,51253,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e0800450000547ead0000ff110000a9fedc81a9feffffc835c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T~................5.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.251380,169.254.220.129,51383,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054154d0000ff110000a9fedc81a9feffffc8b7c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.M.................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.310131,169.254.7.230,39708,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c06f4000401140d9a9fe07e6a9fedc819b1cc352012cff4b5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@.o@.@.@............R.,.KQspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:07.356030,169.254.220.129,54123,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054976b0000ff110000a9fedc81a9feffffd36bc352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.k...............k.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.461084,169.254.220.129,61136,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054cfcf0000ff110000a9fedc81a9feffffeed0c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.510426,169.254.7.230,56116,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c0d4400040114074a9fe07e6a9fedc81db34c352012cbf335173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.@t.........4.R.,.3Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:07.565857,169.254.220.129,56295,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054e3f60000ff110000a9fedc81a9feffffdbe7c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.622003,169.254.7.230,54026,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c0dd40004011406ba9fe07e6a9fedc81d30ac352012cc55d5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.@k...........R.,.]Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:07.667669,169.254.220.129,58242,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054c8ca0000ff110000a9fedc81a9feffffe382c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.772209,169.254.220.129,60509,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054bc610000ff110000a9fedc81a9feffffec5dc352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.a...............].R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.822203,169.254.7.230,42831,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c0eb40004011405da9fe07e6a9fedc81a74fc352012cf1185173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.@].........O.R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:07.876717,169.254.220.129,65144,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054a9450000ff110000a9fedc81a9fefffffe78c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.E...............x.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:07.981898,169.254.220.129,63526,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054e6650000ff110000a9fedc81a9fefffff826c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.e...............&.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.021565,169.254.7.230,48808,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c0f5400040114053a9fe07e6a9fedc81bea8c352012cd9bf5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.@S...........R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:08.084336,169.254.220.129,55730,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e08004500005435050000ff110000a9fedc81a9feffffd9b2c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T5..................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.134262,169.254.7.230,33823,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c128400040114020a9fe07e6a9fedc81841fc352012c16495173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@.(@.@.@ ...........R.,.IQspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:08.186616,169.254.220.129,53212,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e08004500005492f00000ff110000a9fedc81a9feffffcfdcc352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.291596,169.254.220.129,60164,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054a2200000ff110000a9fedc81a9feffffeb04c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T. .................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.334486,169.254.7.230,55545,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c1c9400040113f7fa9fe07e6a9fedc81d8f9c352012cc16e5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.?............R.,.nQspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:08.357124,169.254.7.230,49267,169.254.255.255,50002,38,0x40,ffffffffffff2497ed2d5f7d0800450000429ef3400040113fd5a9fe07e6a9feffffc073c352002e510e5173707431576d4a4f4c404e58532d47570000000000,......$..-_}..E..B..@.@.?..........s.R..Q.Qspt1WmJOL@NXS-GW.....,5173707431576d4a4f4c404e58532d4757000000000000000000000000000001011900020100,Qspt1WmJOL@NXS-GW.....................
2026-05-06 05:36:08.394465,169.254.220.129,50333,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e08004500005476d40000ff110000a9fedc81a9feffffc49dc352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..Tv..................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.498315,169.254.220.129,53418,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e0800450000547ff50000ff110000a9fedc81a9feffffd0aac352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.534629,169.254.7.230,52208,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c1f0400040113f58a9fe07e6a9fedc81cbf0c352012cce775173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.?X...........R.,.wQspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:08.581924,169.254.7.230,47181,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c202400040113f46a9fe07e6a9fedc81b84dc352012ce01a5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.?F.........M.R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:08.598760,169.254.220.129,60294,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e0800450000542ac30000ff110000a9fedc81a9feffffeb86c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T*..................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.701707,169.254.220.129,62234,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054b5000000ff110000a9fedc81a9fefffff31ac352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.782443,169.254.7.230,58938,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c29d400040113eaba9fe07e6a9fedc81e63ac352012cb22d5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.>..........:.R.,.-Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:08.805933,169.254.220.129,55706,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054ded20000ff110000a9fedc81a9feffffd99ac352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.909464,169.254.220.129,51058,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054e0480000ff110000a9fedc81a9feffffc772c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.H...............r.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:08.981576,169.254.7.230,59120,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c315400040113e33a9fe07e6a9fedc81e6f0c352012cb1775173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.>3...........R.,.wQspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:09.011695,169.254.220.129,52783,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e08004500005422140000ff110000a9fedc81a9feffffce2fc352004030d05173707431576d4a4f4c2972656b6f7264626f780000,"...........N..E..T""................/.R.@0.Qspt1WmJOL)rekordbox..",5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:09.093793,169.254.7.230,47777,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c369400040113ddfa9fe07e6a9fedc81baa1c352012cdfc65173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@.i@.@.=............R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:09.112243,169.254.220.129,65301,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054d3670000ff110000a9fedc81a9feffffff15c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.g.................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:09.217154,169.254.220.129,50414,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e08004500005417f90000ff110000a9fedc81a9feffffc4eec352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:09.293986,169.254.7.230,45981,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c3bf400040113d89a9fe07e6a9fedc81b39dc352012ce6ca5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.=............R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:09.319768,169.254.220.129,55562,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e0800450000541b890000ff110000a9fedc81a9feffffd90ac352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T...................R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:09.349919,169.254.7.230,36532,169.254.220.129,50002,292,0x0a,1c1dd3d8984e2497ed2d5f7d080045000140c3eb400040113d5da9fe07e6a9fedc818eb4c352012cd81d5173707431576d4a4f4c0a43444a2d33303030000000,".....N$..-_}..E..@..@.@.=]...........R.,..Qspt1WmJOL.CDJ-3000...",5173707431576d4a4f4c0a43444a2d33303030000000000000000000000000010502010002000000020301000000003500000001000000030000003300000000,Qspt1WmJOL.CDJ-3000............................5...........3....
2026-05-06 05:36:09.423475,169.254.220.129,57690,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054e4510000ff110000a9fedc81a9feffffe15ac352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.Q...............Z.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
2026-05-06 05:36:09.526999,169.254.220.129,52769,169.254.255.255,50002,56,0x29,ffffffffffff1c1dd3d8984e080045000054c2870000ff110000a9fedc81a9feffffce21c352004030d05173707431576d4a4f4c2972656b6f7264626f780000,...........N..E..T.................!.R.@0.Qspt1WmJOL)rekordbox..,5173707431576d4a4f4c2972656b6f7264626f7800000000000000000000000101110038110000c000100000800035d0001000000009ff01,Qspt1WmJOL)rekordbox...............8..........5.........
